"site","site_id","duration","return_period_yr","depth_circular_mm","depth_cluster_mm","band_pct","band_source"
"BARTLETT","AZ10308","72h",500,182.93,213.85,14.46,"two_method"
"BARTLETT","AZ10308","72h",1000,200.77,240.17,16.41,"two_method"
"BARTLETT","AZ10308","72h",2000,219.28,268.38,18.29,"two_method"
"BARTLETT","AZ10308","72h",5000,244.8,308.83,20.73,"two_method"
"BARTLETT","AZ10308","72h",10000,264.94,342.01,22.53,"two_method"
"BIG SANDY","WY01387","24h",2,25.95,23.54,9.29,"two_method"
"BIG SANDY","WY01387","24h",5,35.8,31.1,13.13,"two_method"
"BIG SANDY","WY01387","24h",10,42.42,36.57,13.79,"two_method"
"BIG SANDY","WY01387","24h",25,50.89,44.42,12.71,"two_method"
"BIG SANDY","WY01387","24h",50,57.26,51.15,10.67,"two_method"
"BIG SANDY","WY01387","24h",100,63.64,58.76,7.67,"two_method"
"BIG SANDY","WY01387","24h",200,70.07,67.4,3.81,"two_method"
"BIG SANDY","WY01387","24h",500,78.66,80.7,2.53,"two_method"
"BIG SANDY","WY01387","24h",1000,85.24,92.44,7.79,"two_method"
"BIG SANDY","WY01387","24h",2000,91.88,105.84,13.19,"two_method"
"BIG SANDY","WY01387","24h",5000,100.77,126.54,20.37,"two_method"
"BIG SANDY","WY01387","24h",10000,107.57,144.82,25.72,"two_method"
"BIG SANDY","WY01387","72h",2,37.47,31.89,14.89,"two_method"
"BIG SANDY","WY01387","72h",5,49.75,42.02,15.54,"two_method"
"BIG SANDY","WY01387","72h",10,58.51,49.4,15.57,"two_method"
"BIG SANDY","WY01387","72h",25,70.99,60.11,15.33,"two_method"
"BIG SANDY","WY01387","72h",50,81.59,69.35,15,"two_method"
"BIG SANDY","WY01387","72h",100,93.48,79.85,14.58,"two_method"
"BIG SANDY","WY01387","72h",200,106.89,91.87,14.05,"two_method"
"BIG SANDY","WY01387","72h",500,127.37,110.53,13.22,"two_method"
"BIG SANDY","WY01387","72h",1000,145.28,127.1,12.51,"two_method"
"BIG SANDY","WY01387","72h",2000,165.6,146.15,11.75,"two_method"
"BIG SANDY","WY01387","72h",5000,196.71,175.8,10.63,"two_method"
"BIG SANDY","WY01387","72h",10000,223.96,202.17,9.73,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",2,26.55,27.72,4.22,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",5,34.67,36.6,5.27,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",10,40.33,42.77,5.7,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",25,47.82,50.92,6.09,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",50,53.64,57.24,6.29,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",100,59.65,63.75,6.43,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",200,65.87,70.48,6.54,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",500,74.45,79.74,6.63,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",1000,81.23,87.04,6.68,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",2000,88.27,94.61,6.7,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",5000,98,105.05,6.71,"two_method"
"BLACK CANYON DIVERSION","ID00282","24h",10000,105.7,113.29,6.7,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",2,35.9,37.84,5.13,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",5,46.35,49.11,5.62,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",10,53.27,56.5,5.72,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",25,62.04,65.76,5.66,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",50,68.55,72.57,5.54,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",100,75.02,79.28,5.37,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",200,81.48,85.92,5.17,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",500,90.01,94.61,4.86,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",1000,96.46,101.13,4.62,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",2000,102.93,107.59,4.33,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",5000,111.48,116.07,3.95,"two_method"
"BLACK CANYON DIVERSION","ID00282","72h",10000,117.96,122.43,3.65,"two_method"
"BLUE MESA","CO01675","24h",2,30.61,29.84,2.52,"two_method"
"BLUE MESA","CO01675","24h",5,39.42,38.92,1.27,"two_method"
"BLUE MESA","CO01675","24h",10,45.64,45.34,0.66,"two_method"
"BLUE MESA","CO01675","24h",25,54.43,54.43,0,"two_method"
"BLUE MESA","CO01675","24h",50,61.82,62.09,0.43,"two_method"
"BLUE MESA","CO01675","24h",100,70.06,70.64,0.82,"two_method"
"BLUE MESA","CO01675","24h",200,79.29,80.22,1.16,"two_method"
"BLUE MESA","CO01675","24h",500,93.27,94.77,1.58,"two_method"
"BLUE MESA","CO01675","24h",1000,105.39,107.4,1.87,"two_method"
"BLUE MESA","CO01675","24h",2000,119.06,121.66,2.14,"two_method"
"BLUE MESA","CO01675","24h",5000,139.81,143.35,2.47,"two_method"
"BLUE MESA","CO01675","24h",10000,157.84,162.22,2.7,"two_method"
"BLUE MESA","CO01675","72h",2,41.72,39.53,5.25,"two_method"
"BLUE MESA","CO01675","72h",5,54.76,52.58,3.98,"two_method"
"BLUE MESA","CO01675","72h",10,63.31,60.93,3.76,"two_method"
"BLUE MESA","CO01675","72h",25,73.99,71.18,3.8,"two_method"
"BLUE MESA","CO01675","72h",50,81.84,78.57,4,"two_method"
"BLUE MESA","CO01675","72h",100,89.57,85.72,4.3,"two_method"
"BLUE MESA","CO01675","72h",200,97.21,92.68,4.66,"two_method"
"BLUE MESA","CO01675","72h",500,107.19,101.6,5.22,"two_method"
"BLUE MESA","CO01675","72h",1000,114.66,108.16,5.67,"two_method"
"BLUE MESA","CO01675","72h",2000,122.07,114.55,6.16,"two_method"
"BLUE MESA","CO01675","72h",5000,131.78,122.77,6.84,"two_method"
"BLUE MESA","CO01675","72h",10000,139.05,128.82,7.36,"two_method"
"BOCA","CA10135","24h",2,78.48,68.68,12.49,"two_method"
"BOCA","CA10135","24h",5,107.31,94.51,11.93,"two_method"
"BOCA","CA10135","24h",10,127.65,112.14,12.15,"two_method"
"BOCA","CA10135","24h",25,154.87,135.02,12.82,"two_method"
"BOCA","CA10135","24h",50,176.22,152.46,13.48,"two_method"
"BOCA","CA10135","24h",100,198.44,170.17,14.25,"two_method"
"BOCA","CA10135","24h",200,221.64,188.21,15.08,"two_method"
"BOCA","CA10135","24h",500,253.97,212.63,16.28,"two_method"
"BOCA","CA10135","24h",1000,279.77,231.58,17.22,"two_method"
"BOCA","CA10135","24h",2000,306.79,250.94,18.2,"two_method"
"BOCA","CA10135","24h",5000,344.5,277.21,19.53,"two_method"
"BOCA","CA10135","24h",10000,374.62,297.6,20.56,"two_method"
"BOCA","CA10135","72h",2,124.75,115.02,7.8,"two_method"
"BOCA","CA10135","72h",5,176.54,165.06,6.5,"two_method"
"BOCA","CA10135","72h",10,213.36,200.26,6.14,"two_method"
"BOCA","CA10135","72h",25,262.98,247.22,5.99,"two_method"
"BOCA","CA10135","72h",50,302.17,283.96,6.03,"two_method"
"BOCA","CA10135","72h",100,343.2,322.11,6.15,"two_method"
"BOCA","CA10135","72h",200,386.29,361.86,6.32,"two_method"
"BOCA","CA10135","72h",500,446.74,417.1,6.63,"two_method"
"BOCA","CA10135","72h",1000,495.3,461.06,6.91,"two_method"
"BOCA","CA10135","72h",2000,546.47,507.01,7.22,"two_method"
"BOCA","CA10135","72h",5000,618.36,570.97,7.66,"two_method"
"BOCA","CA10135","72h",10000,676.16,621.92,8.02,"two_method"
"BONNY","CO01300","24h",2,52.25,51.63,1.19,"two_method"
"BONNY","CO01300","24h",5,72.1,71.16,1.3,"two_method"
"BONNY","CO01300","24h",10,85.77,84.55,1.42,"two_method"
"BONNY","CO01300","24h",25,103.67,102.01,1.6,"two_method"
"BONNY","CO01300","24h",50,117.4,115.37,1.73,"two_method"
"BONNY","CO01300","24h",100,131.44,128.98,1.87,"two_method"
"BONNY","CO01300","24h",200,145.84,142.89,2.02,"two_method"
"BONNY","CO01300","24h",500,165.49,161.8,2.23,"two_method"
"BONNY","CO01300","24h",1000,180.84,176.52,2.39,"two_method"
"BONNY","CO01300","24h",2000,196.64,191.62,2.55,"two_method"
"BONNY","CO01300","24h",5000,218.23,212.19,2.77,"two_method"
"BONNY","CO01300","24h",10000,235.12,228.21,2.94,"two_method"
"BONNY","CO01300","72h",2,62.36,62.32,0.06,"two_method"
"BONNY","CO01300","72h",5,85,85.15,0.18,"two_method"
"BONNY","CO01300","72h",10,99.77,100.28,0.51,"two_method"
"BONNY","CO01300","72h",25,118.17,119.39,1.02,"two_method"
"BONNY","CO01300","72h",50,131.65,133.57,1.44,"two_method"
"BONNY","CO01300","72h",100,144.88,147.66,1.88,"two_method"
"BONNY","CO01300","72h",200,157.91,161.69,2.34,"two_method"
"BONNY","CO01300","72h",500,174.88,180.22,2.96,"two_method"
"BONNY","CO01300","72h",1000,187.55,194.22,3.43,"two_method"
"BONNY","CO01300","72h",2000,200.07,208.23,3.92,"two_method"
"BONNY","CO01300","72h",5000,216.41,226.74,4.56,"two_method"
"BONNY","CO01300","72h",10000,228.61,240.75,5.04,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",2,34.25,33.72,1.55,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",5,44.39,44.37,0.05,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",10,51.34,51.83,0.95,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",25,60.4,61.75,2.19,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",50,67.33,69.47,3.08,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",100,74.39,77.46,3.96,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",200,81.61,85.76,4.84,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",500,91.43,97.24,5.97,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",1000,99.07,106.35,6.85,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",2000,106.91,115.83,7.7,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",5000,117.58,128.97,8.83,"two_method"
"BOR ARTHUR V WATKINS","UT10112","24h",10000,125.9,139.4,9.68,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",2,45.05,43.86,2.64,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",5,57.16,55.72,2.52,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",10,65.69,64.35,2.04,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",25,77.74,76.84,1.16,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",50,87.86,87.59,0.31,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",100,99.13,99.81,0.68,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",200,111.74,113.76,1.78,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",500,130.81,135.36,3.36,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",1000,147.34,154.52,4.65,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",2000,165.95,176.52,5.99,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",5000,194.18,210.69,7.84,"two_method"
"BOR ARTHUR V WATKINS","UT10112","72h",10000,218.67,241.03,9.28,"two_method"
"BOR CAUSEY","UT10116","24h",2,42.89,16.61,61.27,"two_method"
"BOR CAUSEY","UT10116","24h",5,56,22.16,60.43,"two_method"
"BOR CAUSEY","UT10116","24h",10,64.9,26.07,59.83,"two_method"
"BOR CAUSEY","UT10116","24h",25,76.43,31.3,59.05,"two_method"
"BOR CAUSEY","UT10116","24h",50,85.17,35.39,58.45,"two_method"
"BOR CAUSEY","UT10116","24h",100,94.03,39.65,57.83,"two_method"
"BOR CAUSEY","UT10116","24h",200,103.03,44.09,57.21,"two_method"
"BOR CAUSEY","UT10116","24h",500,115.17,50.28,56.34,"two_method"
"BOR CAUSEY","UT10116","24h",1000,124.55,55.2,55.68,"two_method"
"BOR CAUSEY","UT10116","24h",2000,134.11,60.36,54.99,"two_method"
"BOR CAUSEY","UT10116","24h",5000,147.04,67.55,54.06,"two_method"
"BOR CAUSEY","UT10116","24h",10000,157.04,73.28,53.34,"two_method"
"BOR CAUSEY","UT10116","72h",2,59.46,23.7,60.14,"two_method"
"BOR CAUSEY","UT10116","72h",5,75.41,30.93,58.98,"two_method"
"BOR CAUSEY","UT10116","72h",10,86.49,35.96,58.42,"two_method"
"BOR CAUSEY","UT10116","72h",25,101.96,42.98,57.85,"two_method"
"BOR CAUSEY","UT10116","72h",50,114.82,48.82,57.48,"two_method"
"BOR CAUSEY","UT10116","72h",100,129.01,55.27,57.16,"two_method"
"BOR CAUSEY","UT10116","72h",200,144.74,62.42,56.87,"two_method"
"BOR CAUSEY","UT10116","72h",500,168.31,73.14,56.54,"two_method"
"BOR CAUSEY","UT10116","72h",1000,188.52,82.35,56.32,"two_method"
"BOR CAUSEY","UT10116","72h",2000,211.06,92.61,56.12,"two_method"
"BOR CAUSEY","UT10116","72h",5000,244.92,108.05,55.88,"two_method"
"BOR CAUSEY","UT10116","72h",10000,274.01,121.31,55.73,"two_method"
"BOR DEER CREEK","UT10117","24h",2,38.36,15.02,60.84,"two_method"
"BOR DEER CREEK","UT10117","24h",5,49.34,20.19,59.08,"two_method"
"BOR DEER CREEK","UT10117","24h",10,56.54,23.8,57.91,"two_method"
"BOR DEER CREEK","UT10117","24h",25,65.56,28.58,56.41,"two_method"
"BOR DEER CREEK","UT10117","24h",50,72.19,32.28,55.28,"two_method"
"BOR DEER CREEK","UT10117","24h",100,78.73,36.1,54.15,"two_method"
"BOR DEER CREEK","UT10117","24h",200,85.19,40.05,52.99,"two_method"
"BOR DEER CREEK","UT10117","24h",500,93.65,45.5,51.41,"two_method"
"BOR DEER CREEK","UT10117","24h",1000,100,49.8,50.2,"two_method"
"BOR DEER CREEK","UT10117","24h",2000,106.29,54.26,48.95,"two_method"
"BOR DEER CREEK","UT10117","24h",5000,114.54,60.43,47.24,"two_method"
"BOR DEER CREEK","UT10117","24h",10000,120.73,65.3,45.91,"two_method"
"BOR DEER CREEK","UT10117","72h",2,52.44,17.03,67.52,"two_method"
"BOR DEER CREEK","UT10117","72h",5,66.55,22.22,66.61,"two_method"
"BOR DEER CREEK","UT10117","72h",10,76.59,25.84,66.26,"two_method"
"BOR DEER CREEK","UT10117","72h",25,90.88,30.88,66.02,"two_method"
"BOR DEER CREEK","UT10117","72h",50,102.99,35.08,65.94,"two_method"
"BOR DEER CREEK","UT10117","72h",100,116.55,39.71,65.93,"two_method"
"BOR DEER CREEK","UT10117","72h",200,131.82,44.86,65.97,"two_method"
"BOR DEER CREEK","UT10117","72h",500,155.1,52.56,66.11,"two_method"
"BOR DEER CREEK","UT10117","72h",1000,175.43,59.17,66.27,"two_method"
"BOR DEER CREEK","UT10117","72h",2000,198.45,66.55,66.47,"two_method"
"BOR DEER CREEK","UT10117","72h",5000,233.64,77.64,66.77,"two_method"
"BOR DEER CREEK","UT10117","72h",10000,264.4,87.17,67.03,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",2,28.5,24.88,12.7,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",5,37.4,33.13,11.42,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",10,43.92,39.31,10.5,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",25,53.44,48.48,9.28,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",50,61.69,56.56,8.32,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",100,71.11,65.91,7.31,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",200,81.93,76.8,6.26,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",500,98.8,94.05,4.81,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",1000,113.86,109.68,3.67,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",2000,131.25,127.97,2.5,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",5000,158.43,157.02,0.89,"two_method"
"BOR HUNTINGTON NORTH","UT10122","24h",10000,182.72,183.38,0.36,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",2,37.37,31.22,16.46,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",5,48.95,42.39,13.4,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",10,57.35,50.11,12.62,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",25,69.51,60.24,13.34,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",50,79.98,68.05,14.92,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",100,91.85,76.06,17.19,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",200,105.4,84.29,20.03,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",500,126.37,95.56,24.38,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",1000,144.95,104.4,27.98,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",2000,166.27,113.52,31.73,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",5000,199.35,126.02,36.78,"two_method"
"BOR HUNTINGTON NORTH","UT10122","72h",10000,228.7,135.83,40.61,"two_method"
"BOR JORDANELLE","UT10204","24h",2,40.27,27.13,32.63,"two_method"
"BOR JORDANELLE","UT10204","24h",5,50.66,36.49,27.97,"two_method"
"BOR JORDANELLE","UT10204","24h",10,57.88,43.01,25.69,"two_method"
"BOR JORDANELLE","UT10204","24h",25,67.95,51.63,24.02,"two_method"
"BOR JORDANELLE","UT10204","24h",50,76.34,58.32,23.6,"two_method"
"BOR JORDANELLE","UT10204","24h",100,85.57,65.22,23.78,"two_method"
"BOR JORDANELLE","UT10204","24h",200,95.82,72.36,24.48,"two_method"
"BOR JORDANELLE","UT10204","24h",500,111.17,82.21,26.05,"two_method"
"BOR JORDANELLE","UT10204","24h",1000,124.34,89.98,27.63,"two_method"
"BOR JORDANELLE","UT10204","24h",2000,139.03,98.04,29.48,"two_method"
"BOR JORDANELLE","UT10204","24h",5000,161.08,109.18,32.22,"two_method"
"BOR JORDANELLE","UT10204","24h",10000,180.03,117.98,34.47,"two_method"
"BOR JORDANELLE","UT10204","72h",2,55.48,34.65,37.55,"two_method"
"BOR JORDANELLE","UT10204","72h",5,69.81,45.22,35.22,"two_method"
"BOR JORDANELLE","UT10204","72h",10,79.77,52.58,34.09,"two_method"
"BOR JORDANELLE","UT10204","72h",25,93.66,62.85,32.9,"two_method"
"BOR JORDANELLE","UT10204","72h",50,105.22,71.39,32.15,"two_method"
"BOR JORDANELLE","UT10204","72h",100,117.96,80.82,31.49,"two_method"
"BOR JORDANELLE","UT10204","72h",200,132.09,91.28,30.9,"two_method"
"BOR JORDANELLE","UT10204","72h",500,153.25,106.96,30.21,"two_method"
"BOR JORDANELLE","UT10204","72h",1000,171.4,120.41,29.75,"two_method"
"BOR JORDANELLE","UT10204","72h",2000,191.64,135.43,29.33,"two_method"
"BOR JORDANELLE","UT10204","72h",5000,222.05,158,28.84,"two_method"
"BOR JORDANELLE","UT10204","72h",10000,248.16,177.4,28.51,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",2,43.09,24.12,44.02,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",5,55.69,32.18,42.22,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",10,64.14,37.86,40.97,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",25,74.96,45.45,39.37,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",50,83.09,51.4,38.14,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",100,91.23,57.58,36.88,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",200,99.43,64.03,35.6,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",500,110.38,73.01,33.86,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",1000,118.75,80.17,32.49,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",2000,127.2,87.66,31.08,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",5000,138.5,98.09,29.18,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","24h",10000,147.15,106.42,27.68,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",2,59.26,33.07,44.2,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",5,76.88,43.15,43.87,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",10,88.16,50.17,43.09,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",25,102,59.97,41.21,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",50,111.97,68.12,39.16,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",100,121.63,77.12,36.59,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",200,131.02,87.1,33.52,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",500,143.06,102.06,28.66,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",1000,151.91,114.9,24.36,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",2000,160.54,129.23,19.5,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",5000,171.63,150.76,12.16,"two_method"
"BOR LOST CREEK (MORGAN)","UT10125","72h",10000,179.79,169.27,5.85,"two_method"
"BOR LOST LAKE","UT00184","24h",2,49.35,49.35,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",5,62.65,62.65,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",10,72.02,72.02,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",25,85.24,85.24,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",50,96.35,96.35,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",100,108.7,108.7,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",200,122.53,122.53,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",500,143.44,143.44,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",1000,161.56,161.56,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",2000,181.94,181.94,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",5000,212.85,212.85,0,"identical_fallback"
"BOR LOST LAKE","UT00184","24h",10000,239.67,239.67,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",2,73.77,73.77,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",5,93.7,93.7,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",10,107.62,107.62,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",25,127.11,127.11,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",50,143.38,143.38,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",100,161.37,161.37,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",200,181.39,181.39,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",500,211.47,211.47,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",1000,237.36,237.36,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",2000,266.33,266.33,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",5000,309.98,309.98,0,"identical_fallback"
"BOR LOST LAKE","UT00184","72h",10000,347.6,347.6,0,"identical_fallback"
"BOR NEWTON","UT10129","24h",2,33.69,30.23,10.27,"two_method"
"BOR NEWTON","UT10129","24h",5,44.17,39.81,9.87,"two_method"
"BOR NEWTON","UT10129","24h",10,51.47,46.54,9.58,"two_method"
"BOR NEWTON","UT10129","24h",25,61.11,55.53,9.13,"two_method"
"BOR NEWTON","UT10129","24h",50,68.6,62.56,8.8,"two_method"
"BOR NEWTON","UT10129","24h",100,76.3,69.85,8.45,"two_method"
"BOR NEWTON","UT10129","24h",200,84.28,77.45,8.1,"two_method"
"BOR NEWTON","UT10129","24h",500,95.26,88.01,7.61,"two_method"
"BOR NEWTON","UT10129","24h",1000,103.93,96.41,7.24,"two_method"
"BOR NEWTON","UT10129","24h",2000,112.93,105.18,6.86,"two_method"
"BOR NEWTON","UT10129","24h",5000,125.34,117.39,6.34,"two_method"
"BOR NEWTON","UT10129","24h",10000,135.14,127.11,5.94,"two_method"
"BOR NEWTON","UT10129","72h",2,45.36,39.53,12.85,"two_method"
"BOR NEWTON","UT10129","72h",5,59.23,50.31,15.06,"two_method"
"BOR NEWTON","UT10129","72h",10,68.71,58.17,15.34,"two_method"
"BOR NEWTON","UT10129","72h",25,81.05,69.57,14.16,"two_method"
"BOR NEWTON","UT10129","72h",50,90.47,79.4,12.24,"two_method"
"BOR NEWTON","UT10129","72h",100,100.04,90.58,9.46,"two_method"
"BOR NEWTON","UT10129","72h",200,109.81,103.37,5.86,"two_method"
"BOR NEWTON","UT10129","72h",500,123.06,123.21,0.12,"two_method"
"BOR NEWTON","UT10129","72h",1000,133.35,140.82,5.3,"two_method"
"BOR NEWTON","UT10129","72h",2000,143.88,161.08,10.68,"two_method"
"BOR NEWTON","UT10129","72h",5000,158.2,192.58,17.85,"two_method"
